Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,if_anomaly_label,if_anomaly_score,if_risk_score,ocsvm_anomaly_label,ocsvm_anomaly_score,ocsvm_risk_score,rf_prediction,rf_failure_probability,if_risk_score_normalized,ocsvm_risk_score_normalized,ai_anomaly_vote_count,combined_ai_risk_score,scaled_Type,scaled_Air temperature [K],scaled_Process temperature [K],scaled_Rotational speed [rpm],scaled_Torque [Nm],scaled_Tool wear [min]
2,298.8,309.2,1306,54.5,50,0,0,0,0,0,0,0,0.029971262584557734,-0.029971262584557734,0,1.7536760619812455,-1.7536760619812455,0,0.0,0.508083768649138,0.2634033107546432,0,0.25591416961058383,2.2341320619371734,-0.6024172079894964,-0.542954574084053,-1.2984293921441452,1.4559045239065398,-0.9104496852052493
1,298.9,309.3,1632,32.5,55,0,0,0,0,0,0,0,0.1477351626933293,-0.1477351626933293,0,5.44302924225936,-5.44302924225936,0,0.0,0.12248589931369415,0.09790123899979182,0,0.06857460752543604,0.7444127434486935,-0.5524211743618752,-0.47555368847848606,0.5200046388366611,-0.7510617062996991,-0.8318962792929053
2,298.9,309.3,1375,42.7,58,0,0,0,0,0,0,0,0.08212329505165383,-0.08212329505165383,0,2.3145363788162996,-2.3145363788162996,0,0.0032275000000000003,0.33732080493741484,0.23824346840138647,0,0.18386801565524322,2.2341320619371734,-0.5524211743618752,-0.47555368847848606,-0.9135461156482078,0.2721680913413756,-0.7847642357454989
0,298.8,309.3,1450,44.8,63,0,0,0,0,0,0,0,0.1725509815032219,-0.1725509815032219,0,3.8829821290968454,-3.8829821290968454,0,0.0,0.04123071966975609,0.16788397490151105,0,0.050069082848204646,-0.7453065750397865,-0.6024172079894964,-0.47555368847848606,-0.49519472815262344,0.4828330496792433,-0.7062108298331549
1,298.9,309.3,1581,30.7,65,0,0,0,0,0,0,0,0.13836840894981572,-0.13836840894981572,0,4.840823244004312,-4.840823244004312,0,0.0,0.15315574196286444,0.12491582271251073,0,0.08624546132764792,0.7444127434486935,-0.5524211743618752,-0.47555368847848606,0.2355256953396638,-0.9316316705893005,-0.6747894674682173
0,299.0,309.4,1758,25.7,68,0,0,0,0,0,0,0,0.1138485802162818,-0.1138485802162818,0,2.5775844299281054,-2.5775844299281054,0,0.0,0.2334417524243712,0.22644329766609292,0,0.13866536050296707,-0.7453065750397865,-0.5024251407342256,-0.4081528028729574,1.2228349698292427,-1.4332149047270821,-0.6276574239208109
1,299.0,309.4,1561,37.3,70,0,0,0,0,0,0,0,0.15641253078406797,-0.15641253078406797,0,6.114095610353772,-6.114095610353772,0,0.0,0.09407333277897753,0.06779762224704261,0,0.051188857560999536,0.7444127434486935,-0.5024251407342256,-0.4081528028729574,0.12396532534084131,-0.26954180152742907,-0.5962360615558733
0,299.0,309.5,1861,23.3,73,0,0,0,0,0,0,0,0.08135311800440481,-0.08135311800440481,0,2.7138804647590717,-2.7138804647590717,0,0.00327439257091973,0.3398426187373653,0.2203291429527196,0,0.18131263311385795,-0.7453065750397865,-0.5024251407342256,-0.3407519172673904,1.7973708753231785,-1.6739748571132171,-0.5491040180084669
0,299.1,309.5,1512,39.0,75,0,0,0,0,0,0,0,0.176705475539707,-0.176705475539707,0,3.500078880554838,-3.500078880554838,0,0.0,0.02762753527151671,0.1850607746869379,0,0.04806316904599427,-0.7453065750397865,-0.452429107106576,-0.3407519172673904,-0.14935758115627376,-0.09900350192058306,-0.5176826556435293
2,299.1,309.4,1811,24.6,77,0,0,0,0,0,0,0,0.01964856643385371,-0.01964856643385371,0,2.47834841720994,-2.47834841720994,0,0.0,0.5418836821865819,0.23089496301094048,0,0.26293246547682086,2.2341320619371734,-0.452429107106576,-0.4081528028729574,1.5184699503261223,-1.5435632162373938,-0.48626129327859174
0,299.1,309.4,1439,44.2,82,0,0,0,0,0,0,0,0.17507236407495164,-0.17507236407495164,0,4.079778562889814,-4.079778562889814,0,0.003118019434700214,0.03297488111022718,0.15905581020293713,0,0.046248322258558384,-0.7453065750397865,-0.452429107106576,-0.4081528028729574,-0.5565529316519758,0.42264306158271003,-0.40770788736624775
0,299.0,309.4,1693,30.1,84,0,0,0,0,0,0,0,0.1389882892678977,-0.1389882892678977,0,3.078278995175822,-3.078278995175822,0,0.0,0.15112604924994807,0.20398245322651423,0,0.10124691034528208,-0.7453065750397865,-0.5024251407342256,-0.4081528028729574,0.8602637673330696,-0.991821658685834,-0.3762865250013101
1,299.1,309.5,1339,48.2,86,0,0,0,0,0,0,0,0.13143110911690653,-0.13143110911690653,0,6.375390647443162,-6.375390647443162,0,0.0,0.17587075082415526,0.056076090622278287,0,0.08156351845411776,0.7444127434486935,-0.452429107106576,-0.3407519172673904,-1.1143547816460881,0.8239096488929353,-0.3448651626363725
0,299.0,309.4,1798,25.5,89,0,0,0,0,0,0,0,0.10813225985709168,-0.10813225985709168,0,2.9460675347069554,-2.9460675347069554,0,0.0,0.25215887158318506,0.2099133764935793,0,0.1428462239319899,-0.7453065750397865,-0.5024251407342256,-0.4081528028729574,1.4459557098268878,-1.4532782340925934,-0.2977331190889661
0,299.0,309.4,1419,48.3,91,0,0,0,0,0,0,0,0.16838826123682593,-0.16838826123682593,0,4.490260008961812,-4.490260008961812,0,0.0,0.054860839459260236,0.1406418697580373,0,0.050072709735311555,-0.7453065750397865,-0.5024251407342256,-0.4081528028729574,-0.6681133016507983,0.8339413135756903,-0.2663117567240285
0,298.9,309.3,1665,32.5,93,0,0,0,0,0,0,0,0.14561645023587827,-0.14561645023587827,0,3.3105415537280862,-3.3105415537280862,0,0.0,0.12942326304377608,0.19356330039588593,0,0.09048196529668762,-0.7453065750397865,-0.5524211743618752,-0.47555368847848606,0.7040792493347182,-0.7510617062996991,-0.23489039435909093
1,298.8,309.1,1559,34.7,95,0,0,0,0,0,0,0,0.15467812973853257,-0.15467812973853257,0,6.105638719210308,-6.105638719210308,0,0.0,0.09975233412925469,0.0681769930842751,0,0.053536332268556905,0.7444127434486935,-0.6024172079894964,-0.6103554596895817,0.11280928834095906,-0.530365083279075,-0.2034690319941533
1,298.8,309.2,1452,48.6,98,0,0,0,0,0,0,0,0.1553101044643061,-0.1553101044643061,0,7.23940414570675,-7.23940414570675,0,0.0,0.09768304033457699,0.01731698651937396,0,0.042536613437705595,0.7444127434486935,-0.6024172079894964,-0.542954574084053,-0.48403869115274123,0.8640363076239577,-0.15633698844674693
1,298.9,309.2,1581,36.7,101,0,0,0,0,0,0,0,0.15518989039984055,-0.15518989039984055,0,6.506811508291971,-6.506811508291971,0,0.0,0.09807666085053524,0.05018063315874415,0,0.04926679097196293,0.7444127434486935,-0.5524211743618752,-0.542954574084053,0.2355256953396638,-0.32973178962396227,-0.10920494489934052
0,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,0,0.16971814229673865,-0.16971814229673865,0,3.3393475000671025,-3.3393475000671025,0,0.003118019434700214,0.05050637002764101,0.19227108369420196,0,0.05990397252377688,-0.7453065750397865,-0.6024172079894964,-0.6103554596895817,-0.5565529316519758,-0.07894017255507152,-0.06207290135193413
2,298.9,309.2,1379,50.7,106,0,0,0,0,0,0,0,0.06468650697470013,-0.06468650697470013,0,3.6727821858019816,-3.6727821858019816,0,0.0032266666666666667,0.39441460298857345,0.17731341263710615,0,0.1945191903895173,2.2341320619371734,-0.5524211743618752,-0.542954574084053,-0.8912340416484432,1.074701265961826,-0.030651538986996525
0,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,0,0.1421612775958862,-0.1421612775958862,0,4.372427211755486,-4.372427211755486,0,0.0,0.14073663842397738,0.14592777520145328,0,0.08548021040988162,-0.7453065750397865,-0.6024172079894964,-0.6103554596895817,-1.0529965781467359,1.255271230251427,0.047901866925347474
0,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,0,0.16445032137754995,-0.16445032137754995,0,3.83436087197283,-3.83436087197283,0,0.0030270671986231718,0.06775495402157877,0.17006509402785702,0,0.062325827293652186,-0.7453065750397865,-0.6024172079894964,-0.6103554596895817,-0.9860603561474424,0.5430230377757772,0.07932322929028507
0,298.8,309.1,1368,50.8,115,0,0,0,0,0,0,0,0.14834349511116618,-0.14834349511116618,0,4.470519385817113,-4.470519385817113,0,0.00293988074892712,0.12049401823681988,0.141527421741958,0,0.0776790439426904,-0.7453065750397865,-0.6024172079894964,-0.6103554596895817,-0.9525922451477956,1.0847329306445812,0.11074459165522267
1,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,0,0.13973239295306494,-0.13973239295306494,0,7.0044193275782085,-7.0044193275782085,0,0.0,0.14868960824128474,0.0278582582087054,0,0.06504749493825498,0.7444127434486935,-0.6024172079894964,-0.6103554596895817,-0.9525922451477956,0.9141946310377358,0.14216595402016027
2,298.8,309.2,1372,48.5,120,0,0,0,0,0,0,0,0.0734749387571112,-0.0734749387571112,0,3.5897711925801126,-3.5897711925801126,0,0.0,0.36563837727791365,0.18103723377466707,0,0.18246279766609888,2.2341320619371734,-0.6024172079894964,-0.542954574084053,-0.9302801711480311,0.8540046429412019,0.18929799756756668
1,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,0,0.15615751565214459,-0.15615751565214459,0,7.178708794804976,-7.178708794804976,0,0.0,0.09490833647219021,0.020039741926427206,0,0.04197128297416153,0.7444127434486935,-0.6024172079894964,-0.6103554596895817,-0.3724783211539187,0.7536879961136456,0.26785140347991065
0,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,0,0.16168575638596816,-0.16168575638596816,0,4.129310825028142,-4.129310825028142,0,0.0,0.07680705207037544,0.15683382396252527,0,0.06208958562065523,-0.7453065750397865,-0.6024172079894964,-0.6103554596895817,-0.2776520066549196,0.9141946310377358,0.31498344702731707
1,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,0,0.0856723868380802,-0.0856723868380802,0,5.728220741993464,-5.728220741993464,0,0.0,0.3256999072798313,0.08510772703536955,0,0.14730150831900643,0.7444127434486935,-0.652413241617146,-0.6777563452951486,1.6969665423242384,-1.4231832400443263,0.34640480939225465
0,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,0,0.16977443309156032,-0.16977443309156032,0,4.3690045651004965,-4.3690045651004965,0,0.0,0.050322055390248865,0.14608131298561383,0,0.049345084753222315,-0.7453065750397865,-0.6024172079894964,-0.6103554596895817,-0.6736913201507394,0.6333080199205777,0.39353685293966106
2,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,0,0.06485059020311434,-0.06485059020311434,0,3.075778667727782,-3.075778667727782,0,0.006112404154856047,0.39387734035365934,0.20409461634901715,0,0.2008148210732096,2.2341320619371734,-0.6024172079894964,-0.542954574084053,-0.6346451906511515,1.3957145358100058,0.42495821530459865
1,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,0,0.15632783146826357,-0.15632783146826357,0,6.630321920193573,-6.630321920193573,0,0.0,0.09435066628846712,0.04464003347794338,0,0.04666827321097553,0.7444127434486935,-0.5524211743618752,-0.542954574084053,-0.7071594311503862,0.4126113968999543,0.5035116212169427
0,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,1,-0.02997601668313432,0.02997601668313432,1,-12.706784172999548,12.706784172999548,1,0.9668985434165245,0.7043709427044165,0.9120904953297879,3,0.850925893514334,-0.7453065750397865,-0.5524211743618752,-0.6103554596895817,7.3753893752643025,-3.54989615278852,0.5506436647643491
0,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,0,0.13200339857932736,-0.13200339857932736,0,3.6522028175793544,-3.6522028175793544,0,0.0,0.17399688627696572,0.17823659019962784,0,0.10524607255071186,-0.7453065750397865,-0.5524211743618752,-0.6103554596895817,-0.8689219676486788,1.496031182637562,0.5820650271292866
2,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,0,0.0925281545260841,-0.0925281545260841,0,3.8152142098343944,-3.8152142098343944,0,0.0,0.3032518615653859,0.17092400129323906,0,0.15548554488480218,2.2341320619371734,-0.6024172079894964,-0.6777563452951486,-0.23302785865539064,0.382516402851687,0.6134863894942243
0,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,0,0.16745169495903317,-0.16745169495903317,0,3.4324684707144257,-3.4324684707144257,0,0.0,0.057927466506044134,0.18809373530469567,0,0.06078973366335679,-0.7453065750397865,-0.652413241617146,-0.6777563452951486,0.1462773993406058,-0.49023842454805255,0.6920397954065682
0,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,0,0.13872374161642304,-0.13872374161642304,0,3.0378635472052338,-3.0378635472052338,0,0.0,0.15199226555776485,0.2057954648963616,0,0.10195599920237827,-0.7453065750397865,-0.652413241617146,-0.6777563452951486,0.8491077303331874,-0.991821658685834,0.7234611577715059
0,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,0,0.1752294624250781,-0.1752294624250781,0,3.918481009404175,-3.918481009404175,0,0.0,0.03246048927173574,0.16629151737609799,0,0.04624249918391389,-0.7453065750397865,-0.6024172079894964,-0.6103554596895817,-0.14935758115627376,0.07153479768626296,0.7548825201364434
0,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,0,0.1727171258828314,-0.1727171258828314,0,3.9657886762829477,-3.9657886762829477,0,0.0,0.04068670814567864,0.16416932508499968,0,0.04910854827527139,-0.7453065750397865,-0.6024172079894964,-0.6103554596895817,-0.3445882286542131,0.24207309729310825,0.7863038825013811
0,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,0,0.17265843173758566,-0.17265843173758566,0,3.8354419525465993,-3.8354419525465993,0,0.0,0.04087889214542995,0.1700165974307708,0,0.050354876344326144,-0.7453065750397865,-0.6024172079894964,-0.6103554596895817,-0.14377956265633265,0.03140813895523986,0.8177252448663187
1,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,0,0.12322917642559433,-0.12322917642559433,0,5.223219790318463,-5.223219790318463,0,0.0,0.20272658497436222,0.10776175327150339,0,0.10264298464404557,0.7444127434486935,-0.6024172079894964,-0.6777563452951486,0.6817671753349537,-1.0520116467823681,0.8491466072312562
0,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,0,0.13276648875558011,-0.13276648875558011,0,3.1021752219170544,-3.1021752219170544,0,0.0031094467262623823,0.1714982772312217,0.20291048346933865,0,0.11042518627686138,-0.7453065750397865,-0.6024172079894964,-0.6103554596895817,-0.8968120601483844,1.445872859223784,0.8962786507786626
0,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,0,0.13802187694170975,-0.13802187694170975,0,3.3487949055614443,-3.3487949055614443,0,0.0,0.15429040210794095,0.19184727900388931,0,0.10008561664395424,-0.7453065750397865,-0.6024172079894964,-0.6103554596895817,-0.8131417826492675,1.265302894934183,0.9277000131436003
1,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,0,0.14067234312936366,-0.14067234312936366,0,6.043376611116393,-6.043376611116393,0,0.0,0.1456119011941549,0.07097003223716819,0,0.0724387669250956,0.7444127434486935,-0.6024172079894964,-0.6777563452951486,0.29688389883901617,-0.17925681938262783,0.9591213755085378
0,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,0,0.08221407975315265,-0.08221407975315265,0,2.0567068414158456,-2.0567068414158456,0,0.0,0.3370235458670727,0.249809539881741,0,0.1847713263231773,-0.7453065750397865,-0.6024172079894964,-0.6777563452951486,1.6188742833250624,-1.7141015158442399,1.0062534190559442
1,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,0,0.0813197639574309,-0.0813197639574309,0,4.708279377005631,-4.708279377005631,0,0.0,0.3399518308935097,0.1308616575282026,0,0.16215306386304443,0.7444127434486935,-0.5524211743618752,-0.6777563452951486,1.5240479688260635,-1.4131515753615709,1.0376747814208818
0,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,0,0.16040435433307032,-0.16040435433307032,0,3.386637951394132,-3.386637951394132,0,0.0,0.08100278523565864,0.1901496636819668,0,0.07043104683065682,-0.7453065750397865,-0.5024251407342256,-0.6103554596895817,-0.0879993776569214,-0.13913016065160544,1.0848068249682883
0,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,0,0.15373994739442204,-0.15373994739442204,0,3.1459512399425975,-3.1459512399425975,0,0.0,0.1028242527104414,0.20094671873270833,0,0.08131904483071824,-0.7453065750397865,-0.5024251407342256,-0.6103554596895817,-0.8075637641493264,0.5129280437275106,1.1162281873332258
1,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,0,0.1015883184653748,-0.1015883184653748,0,4.546678302336087,-4.546678302336087,0,0.019172760822015217,0.2735858951054308,0.13811098047147363,0,0.14472565846527313,0.7444127434486935,-0.5524211743618752,-0.7451572309007156,0.7821715083338939,-1.1322649642444131,1.1476495496981634
2,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,0,0.07359830507331733,-0.07359830507331733,0,2.7009485955190407,-2.7009485955190407,0,0.0,0.3652344352495594,0.22090925850314425,0,0.19027562580045262,2.2341320619371734,-0.6024172079894964,-0.7451572309007156,-0.40594643215356546,0.4126113968999543,1.1947815932455699
0,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,0,0.1421505571851312,-0.1421505571851312,0,1.8750968537102146,-1.8750968537102146,0,0.006208186689569454,0.14077174058636935,0.257956450125338,0,0.11038326093544312,-0.7453065750397865,-0.6024172079894964,-0.7451572309007156,-0.0656873036571569,-0.7610933709824549,1.273334999157914
0,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,0,0.06457405578630138,-0.06457405578630138,1,-2.541299218875192,2.541299218875192,1,0.9043442040906766,0.3947828052866525,0.4560732104317543,2,0.6108654458372826,-0.7453065750397865,-0.5524211743618752,-0.6777563452951486,-0.7183154681502684,2.5794509683751707,1.3047563615228515
1,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,0,0.0365958512414124,-0.0365958512414124,0,3.4727853172785217,-3.4727853172785217,0,0.0064711106176525805,0.4863926793684031,0.18628514683215552,0,0.2344025453608534,0.7444127434486935,-0.5524211743618752,-0.6777563452951486,2.1487860408194694,-1.7441965098925065,1.336177723887789
0,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,0,0.14830898040866225,-0.14830898040866225,0,2.932560828162895,-2.932560828162895,0,0.0,0.12060703076216905,0.21051927888524416,0,0.09034666808191646,-0.7453065750397865,-0.5524211743618752,-0.6103554596895817,-0.48403869115274123,0.5530547024585329,1.3833097674351955
0,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,0,0.1338356005771516,-0.1338356005771516,0,2.044304446328077,-2.044304446328077,0,0.03201962022831403,0.16799765233599886,0.25036590355348715,0,0.1300800897364226,-0.7453065750397865,-0.5524211743618752,-0.6103554596895817,-0.9470142266478545,0.4427063909482209,1.414731129800133
0,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,0,0.1361128846282053,-0.1361128846282053,0,2.5360558704876475,-2.5360558704876475,0,0.0,0.1605410728821354,0.22830624281895362,0,0.10987767771664489,-0.7453065750397865,-0.5024251407342256,-0.6103554596895817,0.29688389883901617,-0.5002700892308083,1.4461524921650706
0,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,0,0.13155555047664813,-0.13155555047664813,0,2.081827154597267,-2.081827154597267,0,0.0,0.1754632887485171,0.24868265837392545,0,0.11992184717419194,-0.7453065750397865,-0.5524211743618752,-0.6777563452951486,0.3470860653384863,-0.7711250356652106,1.4775738545300083
0,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,0,0.12624127041651667,-0.12624127041651667,0,2.0242061424872766,-2.0242061424872766,0,0.23819493164173983,0.19286399530074425,0.2512675008692964,0,0.2226770709508529,-0.7453065750397865,-0.6024172079894964,-0.7451572309007156,-0.8912340416484432,0.6734346786516008,1.5089952168949459
0,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,0,0.1281464801335081,-0.1281464801335081,0,2.267140776686677,-2.267140776686677,0,0.09831545270795226,0.1866257099957354,0.24036960541273375,0,0.16205038616402184,-0.7453065750397865,-0.6024172079894964,-0.7451572309007156,-0.4338365246532711,0.793814654844668,1.5404165792598834
0,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,0,0.13666099598480103,-0.13666099598480103,0,2.2853699322238263,-2.2853699322238263,1,0.6299675992209866,0.15874637543184159,0.23955185691853506,1,0.3633959612448383,-0.7453065750397865,-0.6024172079894964,-0.7451572309007156,-0.46730463565291785,0.13172478578279617,1.5718379416248212
0,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,0,0.10083198190560388,-0.10083198190560388,0,1.4053456928608732,-1.4053456928608732,0,0.015906565562041067,0.27606239058221776,0.279029192834116,0,0.17259342102452674,-0.7453065750397865,-0.6024172079894964,-0.7451572309007156,-0.7852516901495619,1.1549545834238708,-1.6959837443286894
0,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,0,0.10813771349450513,-0.10813771349450513,1,-0.1719267642643132,0.1719267642643132,0,0.0032279166666666667,0.2521410145746722,0.34978464687183575,1,0.1721045018709027,-0.7453065750397865,-0.6024172079894964,-0.7451572309007156,-0.7629396161497974,-0.20935181343089515,-1.6645623819637516
